Congress,Committee code,ID #,Name,Maj/Min,Rank Within Party Status,Party,Date of Assignment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State,CD,State Name,Notes,,,,,,,,,
115,113,21337,"Wagner, Ann",1,15,200,1/6/17,1/3/19,0,3,2,1,1,HRES29,Financial Services,34,2,MO,,,,,,,,,,
115,113,21333,"Barr, Andy",1,16,200,1/6/17,1/3/19,0,3,2,1,1,HRES29,Financial Services,51,6,KY,,,,,,,,,,
115,113,21357,"Rothfus, Keith J.",1,17,200,1/6/17,1/3/19,0,3,2,1,0,HRES29,Financial Services,14,12,PA,,,,,,,,,,
115,113,21332,"Messer, Luke",1,18,200,1/6/17,1/3/19,0,3,2,1,1,HRES29,Financial Services,22,6,IN,,,,,,,,,,
115,113,21111,"Tipton, Scott",1,19,200,1/6/17,1/3/19,0,2,2,1,1,HRES29,Financial Services,62,3,CO,,,,,,,,,,
115,113,21364,"Williams, Roger",1,20,200,1/6/17,1/3/19,0,2,2,1,1,HRES29,Financial Services,49,25,TX,,,,,,,,,,
115,113,21524,"Poliquin, Bruce",1,21,200,1/6/17,1/3/19,0,2,2,1,0,HRES29,Financial Services,2,2,ME,,,,,,,,,,
115,113,21552,"Love, Mia",1,22,200,1/6/17,1/3/19,0,2,2,1,1,HRES29,Financial Services,67,4,UT,,,,,,,,,,
115,113,21503,"Hill, French",1,23,200,1/6/17,1/3/19,0,2,2,1,1,HRES29,Financial Services,42,2,AR,,,,,,,,,,
115,113,21531,"Emmer, Tom",1,24,200,1/6/17,1/3/19,0,2,2,1,1,HRES29,Financial Services,33,6,MN,,,,,,,,,,
115,113,21539,"Zeldin, Lee",1,25,200,1/6/17,1/3/19,0,1,2,1,1,HRES29,Financial Services,13,1,NY,,,,,,,,,,
115,113,21528,"Trott, Dave",1,26,200,1/6/17,1/3/19,0,1,2,1,1,HRES29,Financial Services,23,11,MI,,,,,,,,,,
115,113,21515,"Loudermilk, Barry",1,27,200,1/6/17,1/3/19,0,1,2,1,1,HRES29,Financial Services,44,11,GA,,,,,,,,,,
115,113,21557,"Mooney, Alex",1,28,200,1/6/17,1/3/19,0,1,2,1,1,HRES29,Financial Services,56,2,WV,,,,,,,,,,
115,113,21537,"MacArthur, Tom",1,29,200,1/6/17,1/3/19,0,1,2,1,1,HRES29,Financial Services,12,3,NJ,,,,,,,,,,
115,113,21564,"Davidson, Warren",1,30,200,1/6/17,1/3/19,0,1,2,1,1,HRES29,Financial Services,8,24,OH,,,,,,,,,,
115,113,21708,"Budd, Theodore P. (Ted)",1,31,200,1/6/17,1/3/19,0,1,2,1,1,HRES29,Financial Services,47,13,NC,,,,,,,,,,
115,113,21731,"Kustoff, David F.",1,32,200,1/6/17,1/3/19,0,1,2,1,1,HRES29,Financial Services,54,8,TN,,,,,,,,,,
115,113,21749,"Tenney, Claudia",1,33,200,1/6/17,1/3/19,0,1,2,1,0,HRES29,Financial Services,13,22,NY,,,,,,,,,,
115,113,21725,"Hollingsworth, Joseph A. (Trey)",1,34,200,1/6/17,1/3/19,0,1,2,1,1,HRES29,Financial Services,22,9,IN,,,,,,,,,,
115,134,15603,"Engel, Eliot L.",2,1,100,1/3/17,1/3/19,21,9,4,1,1,HRES7,Foreign Affairs,13,16,NY,,,,,,,,,,
115,134,29707,"Sherman, Brad",2,2,100,1/11/17,1/3/19,0,11,2,1,1,HRES45,Foreign Affairs,71,30,CA,,,,,,,,,,
115,134,29776,"Meeks, Gregory W.",2,3,100,1/11/17,1/3/19,0,10,2,1,1,HRES45,Foreign Affairs,13,5,NY,,,,,,,,,,
115,134,20542,"Sires, Albio",2,4,100,1/11/17,1/3/19,0,6,2,1,1,HRES45,Foreign Affairs,12,8,NJ,,,,,,,,,,
115,134,20952,"Connolly, Gerald E.",2,5,100,1/11/17,1/3/19,0,5,2,1,1,HRES45,Foreign Affairs,40,11,VA,,,,,,,,,,
115,134,20959,"Deutch, Theodore E.",2,6,100,1/11/17,1/3/19,0,5,2,1,1,HRES45,Foreign Affairs,43,21,FL,,,,,,,,,,
115,134,21110,"Bass, Karen",2,7,100,1/11/17,1/3/19,0,4,2,1,1,HRES45,Foreign Affairs,71,37,CA,,,,,,,,,,
115,134,21140,"Keating, William",2,8,100,1/11/17,1/3/19,0,4,2,1,1,HRES45,Foreign Affairs,3,9,MA,,,,,,,,,,
115,134,21172,"Cicilline, David",2,9,100,1/11/17,1/3/19,0,4,2,1,1,HRES45,Foreign Affairs,5,1,RI,,,,,,,,,,
115,134,21304,"Bera, Ami",2,10,100,1/11/17,1/3/19,0,3,2,1,1,HRES45,Foreign Affairs,71,7,CA,,,,,,,,,,
115,134,21321,"Frankel, Lois",2,11,100,1/11/17,1/3/19,0,3,2,1,2,HRES45,Foreign Affairs,43,22,FL,,,,,,,,,,
115,134,21324,"Gabbard, Tulsi",2,12,100,1/11/17,1/3/19,0,3,2,1,2,HRES45,Foreign Affairs,82,2,HI,,,,,,,,,,
115,134,21362,"Castro, Joaquin",2,13,100,1/11/17,1/3/19,0,3,2,1,1,HRES45,Foreign Affairs,49,20,TX,,,,,,,,,,
115,134,21371,"Kelly, Robin",2,14,100,1/11/17,1/3/19,0,2,2,1,2,HRES45,Foreign Affairs,21,2,IL,,,,,,,,,,
115,134,21548,"Boyle, Brendan Francis",2,15,100,1/11/17,1/3/19,0,2,2,1,2,HRES45,Foreign Affairs,14,13,PA,,,,,,,,,,
115,134,20927,"Titus, Dina",2,16,100,1/11/17,1/3/19,0,1,2,1,1,HRES45,Foreign Affairs,65,1,NV,,,,,,,,,,
115,134,21508,"Torres, Norma",2,17,100,1/11/17,1/3/19,0,1,2,1,2,HRES45,Foreign Affairs,71,35,CA,,,,,,,,,,
115,134,21326,"Schneider, Brad",2,18,100,1/11/17,1/3/19,0,1,4,1,2,HRES45,Foreign Affairs,21,10,IL,,,,,,,,,,
115,134,21747,"Suozzi, Thomas R.",2,19,100,1/11/17,1/3/19,0,1,2,1,2,HRES45,Foreign Affairs,13,3,NY,,,,,,,,,,
115,134,21715,"Espaillat Cabral, Adriano",2,20,100,1/11/17,1/3/19,0,1,2,1,1,HRES45,Foreign Affairs,13,13,NY,,,,,,,,,,
115,134,21507,"Lieu, Ted",2,21,100,1/13/17,1/3/19,0,1,2,1,1,HRES52,Foreign Affairs,71,33,CA,,,,,,,,,,
115,134,29321,"Royce, Ed",1,1,200,1/3/17,1/3/19,11,13,2,1,0,HRES6,Foreign Affairs,71,39,CA,,,,,,,,,,
115,134,14863,"Smith, Christopher H.",1,2,200,1/13/17,1/3/19,0,17,2,1,1,HRES51,Foreign Affairs,12,4,NJ,,,,,,,,,,
115,134,15634,"Ros-Lehtinen, Ileana",1,3,200,1/13/17,1/3/19,0,15,2,1,0,HRES51,Foreign Affairs,43,27,FL,,,,,,,,,,
115,134,15621,"Rohrabacher, Dana",1,4,200,1/13/17,1/3/19,0,13,2,1,0,HRES51,Foreign Affairs,71,48,CA,,,,,,,,,,
115,134,29550,"Chabot, Steven J.",1,5,200,1/13/17,1/3/19,0,4,2,1,1,HRES51,Foreign Affairs,24,1,OH,,,,,,,,,,
115,134,20138,"Wilson, Addison G. (Joe)",1,6,200,1/13/17,1/3/19,0,7,2,1,1,HRES51,Foreign Affairs,48,2,SC,,,,,,,,,,
115,134,20530,"McCaul, Michael T.",1,7,200,1/13/17,1/3/19,0,7,2,1,1,HRES51,Foreign Affairs,49,10,TX,,,,,,,,,,
115,134,20528,"Poe, Ted",1,8,200,1/13/17,1/3/19,0,7,2,1,0,HRES51,Foreign Affairs,49,2,TX,,,,,,,,,,
115,134,20107,"Issa, Darrell",1,9,200,1/13/17,1/3/19,0,2,2,1,0,HRES51,Foreign Affairs,71,49,CA,,,,,,,,,,
115,134,21170,"Marino, Tom",1,10,200,1/13/17,1/3/19,0,4,2,1,2,HRES51,Foreign Affairs,14,10,PA,,,,,,,,,,
115,134,21174,"Duncan, Jeff",1,11,200,1/13/17,10/24/17,0,4,2,3,2,HRES51,Foreign Affairs,48,3,SC,Resigned for Energy and Commerce,,,,,,,,,
115,134,21193,"Brooks, Mo",1,12,200,1/13/17,1/3/19,0,3,2,1,2,HRES51,Foreign Affairs,41,5,AL,,,,,,,,,,
115,134,21305,"Cook, Paul",1,13,200,1/13/17,1/3/19,0,3,2,1,2,HRES51,Foreign Affairs,71,8,CA,,,,,,,,,,
115,134,21356,"Perry, Scott",1,14,200,1/13/17,1/3/19,0,3,2,1,1,HRES51,Foreign Affairs,14,4,PA,,,,,,,,,,
115,134,21318,"DeSantis, Ron",1,15,200,1/13/17,9/10/18,0,3,2,6,0,HRES51,Foreign Affairs,43,6,FL,Regisned 09/10/2018 to focus on gubernatorial race,,,,,,,,,
115,134,21348,"Meadows, Mark",1,16,200,1/13/17,1/3/19,0,3,2,1,2,HRES51,Foreign Affairs,47,11,NC,,,,,,,,,,
115,134,21317,"Yoho, Ted",1,17,200,1/13/17,1/3/19,0,3,2,1,1,HRES51,Foreign Affairs,43,3,FL,,,,,,,,,,
115,134,21128,"Kinzinger, Adam",1,18,200,1/13/17,1/3/19,0,3,2,1,1,HRES51,Foreign Affairs,21,16,IL,,,,,,,,,,
115,134,21539,"Zeldin, Lee",1,19,200,1/13/17,1/3/19,0,2,2,1,1,HRES51,Foreign Affairs,13,1,NY,,,,,,,,,,
115,134,21560,"Donovan, Daniel",1,20,200,1/13/17,1/3/19,0,2,2,1,0,HRES51,Foreign Affairs,13,11,NY,,,,,,,,,,
115,134,14657,"Sensenbrenner, F. James, Jr.",1,21,200,1/13/17,1/3/19,0,1,2,1,1,HRES51,Foreign Affairs,25,5,WI,,,,,,,,,,
115,134,21337,"Wagner, Ann",1,22,200,1/13/17,1/3/19,0,1,2,1,1,HRES51,Foreign Affairs,34,2,MO,,,,,,,,,,
115,134,21735,"Mast, Brian",1,23,200,1/13/17,1/3/19,0,1,2,1,1,HRES51,Foreign Affairs,43,18,FL,,,,,,,,,,
115,134,21742,"Rooney III, Laurence F. (Francis)",1,24,200,1/13/17,1/3/19,0,1,2,2,2,HRES51,Foreign Affairs,43,19,FL,,,,,,,,,,
115,134,21718,"Fitzpatrick, Brian K.",1,25,200,1/13/17,1/3/19,0,1,2,1,1,HRES51,Foreign Affairs,14,8,PA,,,,,,,,,,
115,134,21721,"Garrett Jr., Thomas A.",1,26,200,1/13/17,1/3/19,0,1,2,1,0,HRES51,Foreign Affairs,40,5,VA,,,,,,,,,,
115,134,21755,"Curtis, John R.",2,27,200,11/29/17,1/3/19,0,1,2,1,1,HRES634,Foreign Affairs,67,3,UT,,,,,,,,,,
115,251,29368,"Thompson, Bennie",2,1,100,1/3/17,1/3/19,21,8,2,1,1,HRES7,Homeland Security,46,2,MS,,,,,,,,,,
115,251,29573,"Jackson Lee, Sheila",2,2,100,1/11/17,1/3/19,0,8,2,1,1,HRES45,Homeland Security,49,18,TX,,,,,,,,,,
115,251,20136,"Langevin, James",2,3,100,1/11/17,1/3/19,0,2,2,1,1,HRES45,Homeland Security,5,2,RI,,,,,,,,,,
115,251,21137,"Richmond, Cedric",2,4,100,1/11/17,1/3/19,0,4,2,1,1,HRES45,Homeland Security,45,2,LA,,,,,,,,,,
115,251,21140,"Keating, William",2,5,100,1/11/17,1/3/19,0,4,2,1,2,HRES45,Homeland Security,3,9,MA,,,,,,,,,,
115,251,31103,"Payne, Donald, Jr.",2,6,100,1/11/17,1/3/19,0,3,2,1,1,HRES45,Homeland Security,12,10,NJ,,,,,,,,,,
115,251,21366,"Vela, Filemon",2,7,100,1/11/17,1/3/19,0,3,2,1,2,HRES45,Homeland Security,49,34,TX,,,,,,,,,,
115,251,21538,"Watson Coleman, Bonnie",2,8,100,1/11/17,1/3/19,0,2,2,1,1,HRES45,Homeland Security,12,12,NJ,,,,,,,,,,
115,251,21540,"Rice, Kathleen",2,9,100,1/11/17,1/3/19,0,2,2,1,1,HRES45,Homeland Security,13,4,NY,,,,,,,,,,
115,251,21711,"Correa, Jose Luis (Lou)",2,10,100,1/11/17,1/3/19,0,1,2,1,1,HRES45,Homeland Security,71,46,CA,,,,,,,,,,
115,251,21713,"Demings, Valdez V. (Val)",2,11,100,1/11/17,1/3/19,0,1,2,1,1,HRES45,Homeland Security,43,10,FL,,,,,,,,,,
115,251,21703,"Barragán, Nanette D.",2,12,100,1/11/17,1/3/19,0,1,2,1,1,HRES45,Homeland Security,71,44,CA,,,,,,,,,,
115,251,20530,"McCaul, Michael T.",1,1,200,1/3/17,1/3/19,11,7,2,1,1,HRES6,Homeland Security,49,10,TX,,,,,,,,,,
115,251,15445,"Smith, Lamar S.",1,2,200,1/13/17,1/3/19,0,8,2,1,0,HRES51,Homeland Security,49,21,TX,,,,,,,,,,
115,251,29375,"King, Peter T.",1,3,200,1/13/17,1/3/19,0,8,2,1,1,HRES51,Homeland Security,13,2,NY,,,,,,,,,,
115,251,20301,"Rogers, Mike Dennis",1,4,200,1/13/17,1/3/19,0,2,2,1,1,HRES51,Homeland Security,41,3,AL,,,,,,,,,,
115,251,21174,"Duncan, Jeff",1,5,200,1/13/17,10/24/17,0,4,2,3,2,HRES51,Homeland Security,48,3,SC,Left for Energy and Commerce,,,,,,,,,
115,251,21170,"Marino, Tom",1,6,200,1/13/17,6/27/17,0,4,2,3,0,HRES51,Homeland Security,14,10,PA,H5192,,,,,,,,,
115,251,21171,"Barletta, Lou",1,7,200,1/13/17,1/3/19,0,3,2,1,0,HRES51,Homeland Security,14,11,PA,,,,,,,,,,
115,251,21356,"Perry, Scott",1,8,200,1/13/17,1/3/19,0,3,2,1,2,HRES51,Homeland Security,14,4,PA,,,,,,,,,,
115,251,21542,"Katko, John",1,9,200,1/13/17,1/3/19,0,2,2,1,1,HRES51,Homeland Security,13,24,NY,,,,,,,,,,
115,251,21550,"Hurd, Will",1,10,200,1/13/17,1/3/19,0,2,2,1,2,HRES51,Homeland Security,49,23,TX,,,,,,,,,,
115,251,21501,"McSally, Martha",1,11,200,1/13/17,1/3/19,0,2,2,1,0,HRES51,Homeland Security,61,2,AZ,,,,,,,,,,
115,251,21549,"Ratcliffe, John",1,12,200,1/13/17,1/3/19,0,2,2,1,1,HRES51,Homeland Security,49,4,TX,,,,,,,,,,
115,251,21560,"Donovan, Daniel",1,13,200,1/13/17,1/3/19,0,2,2,1,0,HRES51,Homeland Security,13,11,NY,,,,,,,,,,
115,251,21720,"Gallagher, Michael (Mike)",1,14,200,1/13/17,1/3/19,0,1,2,1,2,HRES51,Homeland Security,25,8,WI,,,,,,,,,,
115,251,21724,"Higgins, Glen C. (Clay)",1,15,200,1/13/17,1/3/19,0,1,2,1,1,HRES51,Homeland Security,45,3,LA,,,,,,,,,,
115,251,21744,"Rutherford, John H.",1,16,200,1/13/17,1/3/19,0,1,2,3,2,HRES51,Homeland Security,43,4,FL,Left for appropriations,,,,,,,,,
115,251,21721,"Garrett Jr., Thomas A.",1,17,200,1/13/17,1/3/19,0,1,2,1,0,HRES51,Homeland Security,40,5,VA,,,,,,,,,,
115,251,21718,"Fitzpatrick, Brian K.",1,18,200,1/13/17,1/3/19,0,1,2,1,2,HRES51,Homeland Security,14,8,PA,,,,,,,,,,
115,251,21750,"Estes, Ronald G. (Ron)",6,19,200,6/27/17,1/3/19,0,1,2,1,2,HRES410,Homeland Security,32,4,KS,Replaced Marino,,,,,,,,,
115,251,21701,"Bacon, Donald J. (Don)",4,20,200,11/29/17,1/3/19,0,1,2,1,2,HRES634,Homeland Security,35,2,NE,,,,,,,,,,
115,251,21757,"Lesko, Debbie",4,21,200,5/16/18,1/3/19,0,1,2,1,1,HRES897,Homeland Security,61,8,AZ,,,,,,,,,,
115,142,29777,"Brady, Robert A.",2,1,100,1/3/17,1/3/19,21,1,4,1,0,HRES7,House Administration,14,1,PA,,,,,,,,,,
115,142,29504,"Lofgren, Zoe",2,2,100,1/10/17,1/3/19,0,7,2,1,1,HRES39,House Administration,71,19,CA,,,,,,,,,,
115,142,21741,"Raskin, Jamin B. (Jamie)",2,3,100,1/11/17,1/3/19,0,1,2,1,1,HRES45,House Administration,52,8,MD,,,,,,,,,,
115,142,20925,"Harper, Gregg",1,1,200,1/3/17,1/3/19,11,5,2,1,0,HRES6,House Administration,46,3,MS,,,,,,,,,,
115,142,21328,"Davis, Rodney",1,2,200,1/3/17,1/3/19,0,2,2,1,1,HRES6,House Administration,21,13,IL,,,,,,,,,,
115,142,21555,"Comstock, Barbara",1,3,200,1/3/17,1/3/19,0,2,2,1,0,HRES6,House Administration,40,10,VA,,,,,,,,,,
115,142,21543,"Walker, Mark",1,4,200,1/3/17,1/3/19,0,2,2,1,1,HRES6,House Administration,47,6,NC,,,,,,,,,,
115,142,20729,"Smith, Adrian",1,5,200,1/3/17,1/3/19,0,1,2,1,2,HRES6,House Administration,35,3,NE,,,,,,,,,,
115,142,21515,"Loudermilk, Barry",1,6,200,1/3/17,1/3/19,0,1,2,1,1,HRES6,House Administration,44,11,GA,,,,,,,,,,
115,242,20907,"Himes, James A.",2,2,100,1/9/17,1/3/19,0,3,2,1,1,H227,Intelligence (Select),1,4,CT,,,,,,,,,,
115,242,21102,"Sewell, Terri A.",2,3,100,1/9/17,1/3/19,0,3,2,1,1,H227,Intelligence (Select),41,7,AL,,,,,,,,,,
115,242,20757,"Carson, Andre",2,4,100,1/9/17,1/3/19,0,2,2,1,1,H227,Intelligence (Select),22,7,IN,,,,,,,,,,
115,242,20762,"Speier, Karen Lorraine Jacqueline (Jackie)",2,5,100,1/9/17,1/3/19,0,2,2,1,1,H227,Intelligence (Select),71,14,CA,,,,,,,,,,
115,242,20954,"Quigley, Mike",2,6,100,1/9/17,1/3/19,0,2,2,1,1,H227,Intelligence (Select),21,5,IL,,,,,,,,,,
115,242,21306,"Swalwell, Eric",2,7,100,1/9/17,1/3/19,0,2,2,1,1,H227,Intelligence (Select),71,15,CA,,,,,,,,,,
115,242,21362,"Castro, Joaquin",2,8,100,1/9/17,1/3/19,0,2,2,1,1,H227,Intelligence (Select),49,20,TX,,,,,,,,,,
115,242,21369,"Heck, Denny",2,9,100,1/9/17,1/3/19,0,1,2,1,1,H227,Intelligence (Select),73,10,WA,,,,,,,,,,
115,242,20307,"Nunes, Devin",1,1,200,1/3/17,1/3/19,11,4,2,1,1,H33,Intelligence (Select),71,22,CA,,,,,,,,,,
115,242,20104,"Schiff, Adam",2,1,200,1/6/17,1/3/19,21,2,2,1,1,H190,Intelligence (Select),71,28,CA,,,,,,,,,,
115,242,20531,"Conaway, K. Michael",1,2,200,1/6/17,1/3/19,0,5,2,1,1,H190,Intelligence (Select),49,11,TX,,,,,,,,,,
115,242,29375,"King, Peter T.",1,3,200,1/6/17,1/3/19,0,5,2,1,2,H190,Intelligence (Select),13,2,NY,,,,,,,,,,
115,242,29539,"Lobiondo, Frank A.",1,4,200,1/6/17,1/3/19,0,4,2,1,0,H190,Intelligence (Select),12,2,NJ,Retired,,,,,,,,,
115,242,20910,"Rooney, Thomas J.",1,5,200,1/6/17,1/3/19,0,4,2,1,0,H190,Intelligence (Select),43,17,FL,Retired,,,,,,,,,
115,242,21136,"Pompeo, Mike",1,6,200,1/6/17,1/23/17,0,3,2,6,0,H190,Intelligence (Select),32,4,KS,Resigned to become Director of the CIA,,,,,,,,,
115,242,15634,"Ros-Lehtinen, Ileana",1,7,200,1/6/17,1/3/19,0,2,2,1,0,H190,Intelligence (Select),43,18,FL,Retired,,,,,,,,,
115,242,20342,"Turner, Mike",1,8,200,1/6/17,1/3/19,0,2,2,1,1,H190,Intelligence (Select),24,3,OH,,,,,,,,,,
115,242,21351,"Wenstrup, Brad",1,9,200,1/6/17,1/3/19,0,2,2,1,1,H190,Intelligence (Select),24,2,OH,,,,,,,,,,
115,242,21367,"Stewart, Chris",1,10,200,1/6/17,1/3/19,0,2,2,1,1,H190,Intelligence (Select),67,2,UT,,,,,,,,,,
115,242,21106,"Crawford, Rick",1,11,200,1/13/17,1/3/19,0,1,2,1,1,H535,Intelligence (Select),42,1,AR,,,,,,,,,,
115,242,21175,"Gowdy, Trey",1,12,200,1/13/17,1/3/19,0,1,2,1,0,H535,Intelligence (Select),48,4,SC,Retired,,,,,,,,,
115,242,21550,"Hurd, Will",1,12,200,1/23/17,1/3/19,0,1,2,1,1,H606,Intelligence (Select),49,23,TX,Replaced Pompeo,,,,,,,,,
115,242,21541,"Stefanik, Elise",1,13,200,1/13/17,1/3/19,0,1,2,1,1,H535,Intelligence (Select),13,21,NY,,,,,,,,,,
115,156,10713,"Conyers, John, Jr.",2,1,100,1/11/17,12/5/17,22,27,2,8,0,HRES45,Judiciary,23,13,MI,,,,,,,,,,
115,156,29377,"Nadler, Jerrold",2,2,100,1/11/17,1/3/19,23,13,2,1,1,HRES45,Judiciary,13,10,NY,,,,,,,,,,
115,156,29504,"Lofgren, Zoe",2,3,100,1/11/17,1/3/19,0,12,2,1,1,HRES45,Judiciary,71,19,CA,,,,,,,,,,
115,156,29573,"Jackson Lee, Sheila",2,4,100,1/11/17,1/3/19,0,12,2,1,1,HRES45,Judiciary,49,18,TX,,,,,,,,,,
115,156,20748,"Cohen, Steve",2,5,100,1/11/17,1/3/19,0,6,2,1,1,HRES45,Judiciary,54,9,TN,,,,,,,,,,
115,156,20712,"Johnson, Henry C. ""Hank"", Jr.",2,6,100,1/11/17,1/3/19,0,6,2,1,1,HRES45,Judiciary,44,4,GA,,,,,,,,,,
115,156,20955,"Chu, Judy",2,7,100,1/11/17,2/7/17,0,5,2,2,2,HRES45,Judiciary,71,27,CA,Left for Ways and Means (H1031),,,,,,,,,
115,156,20959,"Deutch, Theodore E.",2,8,100,1/11/17,1/3/19,0,5,2,1,1,HRES45,Judiciary,43,21,FL,,,,,,,,,,
115,156,29348,"Gutierrez, Luis V.",2,9,100,1/11/17,1/3/19,0,3,2,1,0,HRES45,Judiciary,21,4,IL,,,,,,,,,,
115,156,21110,"Bass, Karen",2,10,100,1/11/17,1/3/19,0,3,2,1,1,HRES45,Judiciary,71,37,CA,,,,,,,,,,
115,156,21137,"Richmond, Cedric",2,11,100,1/11/17,1/3/19,0,3,2,1,1,HRES45,Judiciary,45,2,LA,,,,,,,,,,
115,156,21343,"Jeffries, Hakeem",2,12,100,1/11/17,1/3/19,0,3,2,1,1,HRES45,Judiciary,13,8,NY,,,,,,,,,,
115,156,21172,"Cicilline, David",2,13,100,1/11/17,1/3/19,0,4,2,1,1,HRES45,Judiciary,5,1,RI,,,,,,,,,,
115,156,21306,"Swalwell, Eric",2,14,100,1/11/17,1/3/19,0,1,2,1,1,HRES45,Judiciary,71,15,CA,,,,,,,,,,
115,156,21713,"Demings, Valdez V. (Val)",5,15,100,12/20/17,1/3/19,0,1,2,1,1,HRES669,Judiciary,43,10,FL,HRES669,,,,,,,,,
115,156,21507,"Lieu, Ted",2,15,100,1/11/17,1/3/19,0,1,2,1,1,HRES45,Judiciary,71,33,CA,,,,,,,,,,
115,156,21741,"Raskin, Jamin B. (Jamie)",2,16,100,1/11/17,1/3/19,0,1,2,1,1,HRES45,Judiciary,52,8,MD,,,,,,,,,,
115,156,21726,"Jayapal, Pramila",2,17,100,1/11/17,1/3/19,0,1,2,1,1,HRES45,Judiciary,73,7,WA,,,,,,,,,,
115,156,21326,"Schneider, Brad",7,18,100,2/7/17,1/3/19,0,1,2,1,2,HRES95,Judiciary,21,10,IL,Replaced Chu,,,,,,,,,
115,156,39308,"Goodlatte, Robert W.",1,1,200,1/3/17,1/3/19,11,13,2,1,0,HRES6,Judiciary,40,6,VA,,,,,,,,,,
115,156,14657,"Sensenbrenner, F. James, Jr.",1,2,200,1/13/17,1/3/19,0,20,2,1,1,HRES51,Judiciary,25,5,WI,,,,,,,,,,
115,156,15445,"Smith, Lamar S.",1,3,200,1/13/17,1/3/19,0,16,2,1,0,HRES51,Judiciary,49,21,TX,,,,,,,,,,
115,156,29550,"Chabot, Steven J.",1,4,200,1/13/17,1/3/19,0,4,2,1,1,HRES51,Judiciary,24,1,OH,,,,,,,,,,
115,156,20107,"Issa, Darrell",1,5,200,1/13/17,1/3/19,0,7,4,1,0,HRES51,Judiciary,71,49,CA,,,,,,,,,,
115,156,20325,"King, Steve",1,6,200,1/13/17,1/3/19,0,3,2,1,2,HRES51,Judiciary,31,4,IA,,,,,,,,,,
115,156,20304,"Franks, Trent",1,7,200,1/13/17,1/3/19,0,7,2,8,0,HRES51,Judiciary,61,8,AZ,Resigned after sexual misconduct scandal 01/31/2018,,,,,,,,,
115,156,20527,"Gohmert, Louie",1,8,200,1/13/17,1/3/19,0,7,2,1,2,HRES51,Judiciary,49,1,TX,,,,,,,,,,
115,156,20738,"Jordan, Jim",1,9,200,1/13/17,1/3/19,0,6,2,1,2,HRES51,Judiciary,24,4,OH,,,,,,,,,,
115,156,20528,"Poe, Ted",1,10,200,1/13/17,1/3/19,0,5,2,1,0,HRES51,Judiciary,49,2,TX,,,,,,,,,,
115,156,20949,"Chaffetz, Jason",1,11,200,1/13/17,6/27/17,0,5,2,4,0,HRES51,Judiciary,67,3,UT,Resigned from Congress,,,,,,,,,
115,156,21170,"Marino, Tom",1,12,200,1/13/17,1/3/19,0,4,2,1,0,HRES51,Judiciary,14,10,PA,,,,,,,,,,
115,156,21175,"Gowdy, Trey",1,13,200,1/13/17,1/3/19,0,4,2,1,0,HRES51,Judiciary,48,4,SC,,,,,,,,,,
115,156,21125,"Labrador, Raul R.",1,14,200,1/13/17,1/3/19,0,3,2,1,0,HRES51,Judiciary,63,1,ID,,,,,,,,,,
115,156,21184,"Farenthold, Blake",1,15,200,1/13/17,1/3/19,0,3,2,8,0,HRES51,Judiciary,49,27,TX,"Resigned 04/6/2018, sexual harassment and misuse of public funds",,,,,,,,,
115,156,21323,"Collins, Doug",1,16,200,1/13/17,1/3/19,0,3,2,1,1,HRES51,Judiciary,44,9,GA,,,,,,,,,,
115,156,21318,"DeSantis, Ron",1,17,200,1/13/17,1/3/19,0,3,2,1,0,HRES51,Judiciary,43,6,FL,,,,,,,,,,
115,156,21510,"Buck, Ken",1,18,200,1/13/17,1/3/19,0,2,2,1,1,HRES51,Judiciary,62,4,CO,,,,,,,,,,
115,156,21549,"Ratcliffe, John",1,19,200,1/13/17,1/3/19,0,2,2,1,1,HRES51,Judiciary,49,4,TX,,,,,,,,,,
115,156,21527,"Bishop, Mike",1,20,200,1/13/17,2/16/17,0,2,2,2,2,HRES51,Judiciary,23,8,MI,Left for Ways and Means (H1259),,,,,,,,,
115,156,21192,"Roby, Martha",1,21,200,1/13/17,1/3/19,0,1,2,1,1,HRES51,Judiciary,41,2,AL,,,,,,,,,,
115,156,21719,"Gaetz, Matthew (Matt)",1,22,200,1/13/17,1/3/19,0,1,2,1,1,HRES51,Judiciary,43,1,FL,,,,,,,,,,
115,156,21727,"Johnson, James M. (Mike)",1,23,200,1/13/17,1/3/19,0,1,2,1,1,HRES51,Judiciary,45,4,LA,,,,,,,,,,
115,156,21705,"Biggs, Andy",1,24,200,1/13/17,1/3/19,0,1,2,1,1,HRES51,Judiciary,61,5,AZ,,,,,,,,,,
115,156,21744,"Rutherford, John H.",6,25,200,6/13/17,1/3/19,0,1,2,1,2,HRES381,Judiciary,43,3,FL,Replaced Bishop,,,,,,,,,
115,156,21752,"Handel, Karen",6,26,200,6/27/17,1/3/19,0,1,2,1,2,HRES410,Judiciary,44,6,GA,Replaced Chaffetz,,,,,,,,,
115,156,21357,"Rothfus, Keith J.",4,27,200,4/11/18,1/3/19,0,1,2,1,0,HRES814,Judiciary,14,12,PA,,,,,,,,,,
115,500,20925,"Harper, Gregg",1,1,200,2/2/17,1/3/19,12,5,2,2,0,HRES82,Library (Joint),46,3,MS,,,,,,,,,,
