Congress,Committee code,ID #,Name,Maj/Min,Rank Within Party Status,Party,Date of Assignment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State,CD,State Name,Notes,,,,,,,,,
113,128,21136,"Pompeo, Mike",1,24,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Energy and Commerce,32,4,KS,,,,,,,,,,
113,128,20120,"Rogers, Mike",1,9,200,1/4/13,1/3/15,0,6,2,1,0,HRES17,Energy and Commerce,23,8,MI,,,,,,,,,,
113,128,29346,"Rush, Bobby L.",2,5,100,1/3/13,1/3/15,0,10,2,1,1,HRES7,Energy and Commerce,21,1,IL,,,,,,,,,,
113,128,20724,"Sarbanes, John P.",2,19,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Energy and Commerce,52,3,MD,,,,,,,,,,
113,128,20759,"Scalise, Steve",1,14,200,1/4/13,1/3/15,0,3,2,1,1,HRES17,Energy and Commerce,45,1,LA,,,,,,,,,,
113,128,29911,"Schakowsky, Janice D",2,12,100,1/3/13,1/3/15,0,6,2,1,1,HRES7,Energy and Commerce,21,9,IL,,,,,,,,,,
113,128,29718,"Shimkus, John M.",1,5,200,1/4/13,1/3/15,0,9,2,1,1,HRES17,Energy and Commerce,21,19,IL,,,,,,,,,,
113,128,29921,"Terry, Lee",1,8,200,1/4/13,1/3/15,0,7,2,1,0,HRES17,Energy and Commerce,35,2,NE,,,,,,,,,,
113,128,20934,"Tonko, Paul",2,24,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Energy and Commerce,13,20,NY,,,,,,,,,,
113,128,15446,"Upton, Frederick S.",1,1,200,1/3/13,1/3/15,11,12,2,1,1,HRES6,Energy and Commerce,23,6,MI,,,,,,,,,,
113,128,29932,"Walden, Greg",1,7,200,1/4/13,1/3/15,0,7,2,1,1,HRES17,Energy and Commerce,72,2,OR,,,,,,,,,,
113,128,14280,"Waxman, Henry A.",2,1,100,1/3/13,1/3/15,21,20,2,1,0,HRES7,Energy and Commerce,71,33,CA,,,,,,,,,,
113,128,20750,"Welch, Peter",2,22,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Energy and Commerce,6,1,VT,,,,,,,,,,
113,128,29525,"Whitfield, Edward",1,4,200,1/4/13,1/3/15,0,10,2,1,1,HRES17,Energy and Commerce,51,1,KY,,,,,,,,,,
113,186,21331,"Brooks, Susan",1,5,200,1/3/13,1/3/15,0,1,2,1,1,HRES6,Ethics,22,5,IN,,,,,,,,,,
113,186,29919,"Capuano, Michael E.",2,3,100,1/23/13,1/3/15,0,1,2,1,1,HRES42,Ethics,3,7,MA,,,,,,,,,,
113,186,20733,"Clarke, Yvette D.",2,4,100,1/23/13,1/3/15,0,1,2,1,1,HRES42,Ethics,13,9,NY,,,,,,,,,,
113,186,20531,"Conaway, K. Michael",1,1,200,1/3/13,1/3/15,11,3,2,1,2,HRES6,Ethics,49,11,TX,,,,,,,,,,
113,186,20526,"Dent, Charles W.",1,2,200,1/3/13,1/3/15,0,3,2,1,1,HRES6,Ethics,14,15,PA,,,,,,,,,,
113,186,20959,"Deutch, Theodore E.",2,5,100,1/23/13,1/3/15,0,1,2,1,1,HRES42,Ethics,43,21,FL,,,,,,,,,,
113,186,21175,"Gowdy, Trey",1,4,200,1/3/13,1/3/15,0,1,2,1,1,HRES6,Ethics,48,4,SC,,,,,,,,,,
113,186,21168,"Meehan, Pat",1,3,200,1/3/13,1/3/15,0,1,2,1,1,HRES6,Ethics,14,7,PA,,,,,,,,,,
113,186,70805,"Pierluisi, Pedro R.",2,2,100,1/23/13,1/3/15,0,2,2,1,2,HRES42,Ethics,92,80,PR,,,,,,,,,,
113,186,20310,"Sanchez, Linda",2,1,100,1/3/13,1/3/15,22,2,2,1,1,HRES7,Ethics,71,38,CA,,,,,,,,,,
113,299,21331,"Brooks, Susan",1,7,200,5/9/14,1/3/15,0,1,2,1,1,H4046,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),22,5,IN,,,,,,,,,,
113,299,29587,"Cummings, Elijah E.",2,1,100,5/21/14,1/3/15,21,1,2,1,1,H4712,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),52,7,MD,,,,,,,,,,
113,299,21325,"Duckworth, Tammy",2,5,100,5/21/14,1/3/15,21,1,2,1,1,H4712,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),21,8,IL,,,,,,,,,,
113,299,21175,"Gowdy, Trey",1,1,200,5/9/14,1/3/15,11,1,2,1,1,H4046,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),48,4,SC,,,,,,,,,,
113,299,20738,"Jordan, Jim",1,3,200,5/9/14,1/3/15,0,1,2,1,1,H4046,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),24,4,OH,,,,,,,,,,
113,299,21136,"Pompeo, Mike",1,5,200,5/9/14,1/3/15,0,1,2,1,1,H4046,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),32,4,KS,,,,,,,,,,
113,299,21192,"Roby, Martha",1,6,200,5/9/14,1/3/15,0,1,2,1,1,H4046,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),41,2,AL,,,,,,,,,,
113,299,20715,"Roskam, Peter J.",1,4,200,5/9/14,1/3/15,0,1,2,1,1,H4046,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),21,6,IL,,,,,,,,,,
113,299,20310,"Sanchez, Linda",2,4,100,5/21/14,1/3/15,21,1,2,1,1,H4712,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),71,38,CA,,,,,,,,,,
113,299,20104,"Schiff, Adam",2,3,100,5/21/14,1/3/15,21,1,2,1,1,H4712,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),71,28,CA,,,,,,,,,,
113,299,29768,"Smith, Adam",2,2,100,5/21/14,1/3/15,21,1,2,1,1,H4712,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),73,9,WA,,,,,,,,,,
113,299,20506,"Westmoreland, Lynn A.",1,2,200,5/9/14,1/3/15,0,1,2,1,1,H4046,Events Surrounding the 2012 Terrorist Attack on Benghazi (Select),44,3,GA,,,,,,,,,,
113,113,20728,"Bachmann, Michele",1,12,200,1/4/13,1/3/15,0,4,2,1,0,HRES17,Financial Services,33,6,MN,,,,,,,,,,
113,113,29301,"Bachus, Spencer",1,2,200,1/4/13,1/3/15,0,11,2,1,0,HRES17,Financial Services,41,6,AL,,,,,,,,,,
113,113,21333,"Barr, Andy",1,32,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Financial Services,51,6,KY,,,,,,,,,,
113,113,21352,"Beatty, Joyce",2,28,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Financial Services,24,3,OH,,,,,,,,,,
113,113,20539,"Campbell, John",1,11,200,1/4/13,1/3/15,0,5,2,1,0,HRES17,Financial Services,71,45,CA,,,,,,,,,,
113,113,20146,"Capito, Shelley Moore",1,7,200,1/4/13,1/3/15,0,6,2,1,0,HRES17,Financial Services,56,2,WV,,,,,,,,,,
113,113,29919,"Capuano, Michael E.",2,8,100,1/3/13,1/3/15,0,8,2,1,1,HRES7,Financial Services,3,7,MA,,,,,,,,,,
113,113,21113,"Carney, John",2,21,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Financial Services,11,1,DE,,,,,,,,,,
113,113,20147,"Clay, William L., Jr.",2,10,100,1/3/13,1/3/15,0,7,4,1,1,HRES7,Financial Services,34,1,MO,,,,,,,,,,
113,113,20517,"Cleaver, Emanuel",2,15,100,1/3/13,1/3/15,0,5,2,1,1,HRES7,Financial Services,34,5,MO,,,,,,,,,,
113,113,21301,"Cotton, Tim",1,33,200,1/4/13,1/3/15,0,1,2,1,0,HRES17,Financial Services,42,4,AR,,,,,,,,,,
113,113,21334,"Delaney, John",2,26,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Financial Services,52,6,MD,,,,,,,,,,
113,113,21189,"Duffy, Sean P.",1,20,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Financial Services,25,7,WI,,,,,,,,,,
113,113,20727,"Ellison, Keith",2,17,100,1/3/13,1/3/15,0,4,2,1,1,HRES7,Financial Services,33,5,MN,,,,,,,,,,
113,113,21181,"Fincher, Stephen",1,25,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Financial Services,54,8,TN,,,,,,,,,,
113,113,21169,"Fitzpatrick, Michael G.",1,16,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Financial Services,14,8,PA,,,,,,,,,,
113,113,20749,"Foster, Bill",2,23,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Financial Services,21,11,IL,,,,,,,,,,
113,113,20336,"Garrett, Scott",1,8,200,1/4/13,1/3/15,0,6,2,1,1,HRES17,Financial Services,12,5,NJ,,,,,,,,,,
113,113,20529,"Green, Al",2,14,100,1/3/13,1/3/15,0,5,2,1,1,HRES7,Financial Services,49,9,TX,,,,,,,,,,
113,113,21154,"Grimm, Michael",1,23,200,1/4/13,4/28/14,0,2,2,1,0,HRES17,Financial Services,13,11,NY,"Resigned ""pending legal matters""",,,,,,,,,
113,113,29348,"Gutierrez, Luis V.",2,3,100,1/3/13,1/14/13,0,11,2,1,2,HRES7,Financial Services,21,4,IL,"Transferred to Committee on the Judiciary: ""leave of absence with seniority retained"", H65",,,,,,,,,
113,113,21369,"Heck, Denny",7,1,100,1/14/13,1/3/15,0,1,2,1,1,HRES22,Financial Services,73,10,WA,Replaced Gutierrez,,,,,,,,,
113,113,20352,"Hensarling, Jeb",1,1,200,1/3/13,1/3/15,11,6,2,1,1,HRES6,Financial Services,49,5,TX,,,,,,,,,,
113,113,20907,"Himes, James A.",2,19,100,1/3/13,1/3/15,0,3,2,1,1,HRES7,Financial Services,1,4,CT,,,,,,,,,,
113,113,29763,"Hinojosa, Ruben",2,9,100,1/3/13,1/3/15,0,7,2,1,1,HRES7,Financial Services,49,15,TX,,,,,,,,,,
113,113,21339,"Horsford, Steven",7,2,100,4/3/14,1/3/15,0,1,2,1,1,HRES537,Financial Services,65,4,NV,Replaced Watt,,,,,,,,,
113,113,21142,"Huizenga, Bill",1,19,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Financial Services,23,2,MI,,,,,,,,,,
113,113,21129,"Hultgren, Randy",1,28,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Financial Services,21,14,IL,,,,,,,,,,
113,113,21186,"Hurt, Robert",1,22,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Financial Services,40,5,VA,,,,,,,,,,
113,113,21372,"Kildee, Dan",2,24,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Financial Services,23,5,MI,,,,,,,,,,
113,113,29375,"King, Peter T.",1,3,200,1/4/13,1/3/15,0,4,4,1,1,HRES17,Financial Services,13,2,NY,,,,,,,,,,
113,113,29393,"Lucas, Frank D.",1,5,200,1/4/13,1/3/15,0,10,2,1,1,HRES17,Financial Services,53,3,OK,,,,,,,,,,
113,113,20926,"Luetkemeyer, Blaine",1,18,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Financial Services,34,3,MO,,,,,,,,,,
113,113,20119,"Lynch, Stephen F.",2,12,100,1/3/13,1/3/15,0,6,2,1,1,HRES7,Financial Services,3,8,MA,,,,,,,,,,
113,113,29379,"Maloney, Carolyn B.",2,2,100,1/3/13,1/3/15,0,11,2,1,1,HRES7,Financial Services,13,12,NY,,,,,,,,,,
113,113,29744,"McCarthy, Carolyn",2,11,100,1/3/13,1/3/15,0,6,2,1,0,HRES7,Financial Services,13,4,NY,,,,,,,,,,
113,113,20703,"McCarthy, Kevin",1,13,200,1/4/13,1/3/15,0,4,2,1,2,HRES17,Financial Services,71,23,CA,,,,,,,,,,
113,113,20522,"McHenry, Patrick T.",1,10,200,1/4/13,1/3/15,0,5,2,1,1,HRES17,Financial Services,47,10,NC,,,,,,,,,,
113,113,29776,"Meeks, Gregory W.",2,7,100,1/3/13,1/3/15,0,9,2,1,1,HRES7,Financial Services,13,5,NY,,,,,,,,,,
113,113,21332,"Messer, Luke",6,2,200,5/20/14,1/3/15,0,1,2,1,1,HRES589,Financial Services,22,6,IN,Replaced Grimm,,,,,,,,,
113,113,29905,"Miller, Gary G.",1,6,200,1/4/13,1/3/15,0,7,2,1,0,HRES17,Financial Services,71,31,CA,,,,,,,,,,
113,113,20537,"Moore, Gwen",2,16,100,1/3/13,1/3/15,0,5,2,1,1,HRES7,Financial Services,25,4,WI,,,,,,,,,,
113,113,21176,"Mulvaney, Mick",1,27,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Financial Services,48,5,SC,,,,,,,,,,
113,113,21319,"Murphy, Patrick",2,25,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Financial Services,43,18,FL,,,,,,,,,,
113,113,20353,"Neugebauer, Randy",1,9,200,1/4/13,1/3/15,0,5,2,1,1,HRES17,Financial Services,49,19,TX,,,,,,,,,,
113,113,20337,"Pearce, Stevan",1,14,200,1/4/13,1/3/15,0,2,4,1,1,HRES17,Financial Services,66,2,NM,,,,,,,,,,
113,113,20705,"Perlmutter, Ed",2,18,100,1/3/13,1/3/15,0,4,2,1,1,HRES7,Financial Services,62,7,CO,,,,,,,,,,
113,113,20923,"Peters, Gary C.",2,20,100,1/3/13,1/3/15,0,3,2,1,0,HRES7,Financial Services,23,14,MI,,,,,,,,,,
113,113,21347,"Pittenger, Robert",1,30,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Financial Services,47,9,NC,,,,,,,,,,
113,113,20909,"Posey, Bill",1,15,200,1/4/13,1/3/15,0,3,2,1,1,HRES17,Financial Services,43,8,FL,,,,,,,,,,
113,113,21164,"Renacci, Jim",1,21,200,1/4/13,2/26/13,0,2,2,1,2,HRES17,Financial Services,24,16,OH,"Transferred to Committee on Ways and Means, H649",,,,,,,,,
113,113,21117,"Ross, Dennis",1,29,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Financial Services,43,15,FL,,,,,,,,,,
113,113,21357,"Rothfus, Keith J.",6,1,200,4/16/13,1/3/15,0,1,2,1,1,HRES162,Financial Services,14,12,PA,Replaced Renacci,,,,,,,,,
113,113,29321,"Royce, Ed",1,4,200,1/4/13,1/3/15,0,10,2,1,1,HRES17,Financial Services,71,39,CA,,,,,,,,,,
113,113,20321,"Scott, David",2,13,100,1/3/13,1/3/15,0,6,2,1,1,HRES7,Financial Services,44,13,GA,,,,,,,,,,
113,113,21102,"Sewell, Terri A.",2,22,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Financial Services,41,7,AL,,,,,,,,,,
113,113,29707,"Sherman, Brad",2,6,100,1/3/13,1/3/15,0,9,2,1,1,HRES7,Financial Services,71,30,CA,,,,,,,,,,
113,113,21300,"Sinema, Kyrsten",2,27,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Financial Services,61,9,AZ,,,,,,,,,,
113,113,21163,"Stivers, Steve",1,24,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Financial Services,24,15,OH,,,,,,,,,,
113,113,21100,"Stutzman, Marlin",1,26,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Financial Services,22,3,IN,,,,,,,,,,
113,113,29378,"Velazquez, Nydia M.",2,4,100,1/3/13,1/3/15,0,11,2,1,1,HRES7,Financial Services,13,7,NY,,,,,,,,,,
113,113,21337,"Wagner, Ann",1,31,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Financial Services,34,2,MO,,,,,,,,,,
113,113,29106,"Waters, Maxine",2,1,100,1/3/13,1/3/15,21,12,2,1,1,HRES7,Financial Services,71,43,CA,,,,,,,,,,
113,113,29383,"Watt, Melvin",2,5,100,1/3/13,1/6/14,0,11,2,1,0,HRES7,Financial Services,47,12,NC,"Resigned; appointed Directory, Federal Housing Finance Agency",,,,,,,,,
113,113,20506,"Westmoreland, Lynn A.",1,17,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Financial Services,44,3,GA,,,,,,,,,,
113,134,21110,"Bass, Karen",2,9,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Foreign Affairs,71,37,CA,,,,,,,,,,
113,134,21304,"Bera, Ami",2,16,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,71,7,CA,,,,,,,,,,
113,134,21193,"Brooks, Mo",1,13,200,1/4/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,41,5,AL,,,,,,,,,,
113,134,21362,"Castro, Joaquin",2,21,100,1/14/13,1/3/15,0,1,2,1,1,HRES22,Foreign Affairs,49,20,TX,,,,,,,,,,
113,134,29550,"Chabot, Steven J.",1,5,200,1/4/13,1/3/15,0,2,2,1,1,HRES7,Foreign Affairs,24,1,OH,,,,,,,,,,
113,134,21172,"Cicilline, David",2,11,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Foreign Affairs,5,1,RI,,,,,,,,,,
113,134,21377,"Clawson, Curt",6,1,200,6/9/14,1/3/15,0,1,2,1,1,HRES660,Foreign Affairs,43,19,FL,Replaced Messer,,,,,,,,,
113,134,21323,"Collins, Doug",1,22,200,1/4/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,44,9,GA,,,,,,,,,,
113,134,20952,"Connolly, Gerald E.",2,6,100,1/3/13,1/3/15,0,3,2,1,2,HRES7,Foreign Affairs,40,11,VA,,,,,,,,,,
113,134,21305,"Cook, Paul",1,15,200,1/4/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,71,8,CA,,,,,,,,,,
113,134,21301,"Cotton, Tim",1,14,200,1/4/13,1/3/15,0,1,2,1,0,HRES7,Foreign Affairs,42,4,AR,,,,,,,,,,
113,134,21318,"DeSantis, Ron",1,20,200,1/4/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,43,6,FL,,,,,,,,,,
113,134,20959,"Deutch, Theodore E.",2,7,100,1/3/13,1/3/15,0,3,2,1,1,HRES7,Foreign Affairs,43,21,FL,,,,,,,,,,
113,134,21189,"Duffy, Sean P.",6,1,200,5/29/14,1/3/15,0,1,2,1,2,HRES603,Foreign Affairs,25,7,WI,Replaced Radel,,,,,,,,,
113,134,21174,"Duncan, Jeff",1,11,200,1/4/13,1/3/15,0,2,2,1,1,HRES7,Foreign Affairs,48,3,SC,,,,,,,,,,
113,134,15603,"Engel, Eliot L.",2,1,100,1/3/13,1/3/15,21,7,4,1,1,HRES7,Foreign Affairs,13,16,NY,,,,,,,,,,
113,134,70302,"Faleomavaega, Eni F. H.",2,2,100,1/3/13,1/3/15,0,13,2,1,0,HRES7,Foreign Affairs,94,79,AS,,,,,,,,,,
113,134,21321,"Frankel, Lois",2,19,100,1/14/13,1/3/15,0,1,2,1,1,HRES22,Foreign Affairs,43,22,FL,,,,,,,,,,
113,134,21324,"Gabbard, Tulsi",2,20,100,1/14/13,1/3/15,0,1,2,1,1,HRES22,Foreign Affairs,82,2,HI,,,,,,,,,,
113,134,20908,"Grayson, Alan",2,12,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,43,9,FL,,,,,,,,,,
113,134,20519,"Higgins, Brian",2,8,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Foreign Affairs,13,26,NY,,,,,,,,,,
113,134,21349,"Holding, George",1,16,200,1/4/13,1/3/15,0,1,2,1,2,HRES7,Foreign Affairs,47,13,NC,,,,,,,,,,
113,134,21140,"Keating, William",2,10,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Foreign Affairs,3,9,MA,,,,,,,,,,
113,134,21335,"Kennedy, Joseph P., III",2,15,100,1/3/13,1/3/15,0,1,2,1,2,HRES7,Foreign Affairs,3,4,MA,,,,,,,,,,
113,134,21128,"Kinzinger, Adam",1,12,200,1/4/13,1/3/15,0,1,2,1,2,HRES7,Foreign Affairs,21,16,IL,,,,,,,,,,
113,134,21313,"Lowenthal, Alan",2,17,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,71,41,CA,,,,,,,,,,
113,134,21170,"Marino, Tom",1,10,200,1/4/13,1/3/15,0,2,2,1,1,HRES7,Foreign Affairs,14,10,PA,,,,,,,,,,
113,134,20530,"McCaul, Michael T.",1,7,200,1/4/13,1/3/15,0,5,2,1,1,HRES7,Foreign Affairs,49,10,TX,,,,,,,,,,
113,134,21348,"Meadows, Mark",1,23,200,1/4/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,47,11,NC,,,,,,,,,,
113,134,29776,"Meeks, Gregory W.",2,4,100,1/3/13,1/3/15,0,8,2,1,1,HRES7,Foreign Affairs,13,5,NY,,,,,,,,,,
113,134,21342,"Meng, Grace",2,18,100,1/14/13,1/3/15,0,1,2,1,1,HRES22,Foreign Affairs,13,6,NY,,,,,,,,,,
113,134,21332,"Messer, Luke",1,25,200,1/4/13,5/20/14,0,1,2,1,2,HRES7,Foreign Affairs,22,6,IN,Transferred to Financial Services,,,,,,,,,
113,134,21356,"Perry, Scott",1,18,200,1/4/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,14,4,PA,,,,,,,,,,
113,134,20528,"Poe, Ted",1,8,200,1/4/13,1/3/15,0,5,2,1,1,HRES7,Foreign Affairs,49,2,TX,,,,,,,,,,
113,134,21320,"Radel, Trey",1,21,200,1/4/13,1/27/14,0,1,2,1,0,HRES7,Foreign Affairs,43,19,FL,"Resigned, following convication for cocaine possession",,,,,,,,,
113,134,15621,"Rohrabacher, Dana",1,4,200,1/4/13,1/3/15,0,11,2,1,1,HRES7,Foreign Affairs,71,48,CA,,,,,,,,,,
113,134,15634,"Ros-Lehtinen, Ileana",1,3,200,1/4/13,1/3/15,0,13,2,1,1,HRES7,Foreign Affairs,43,27,FL,,,,,,,,,,
113,134,29321,"Royce, Ed",1,1,200,1/3/13,1/3/15,11,11,2,1,1,HRES6,Foreign Affairs,71,39,CA,,,,,,,,,,
113,134,29500,"Salmon, Matt",1,9,200,1/4/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,61,5,AZ,,,,,,,,,,
113,134,21326,"Schneider, Brad",2,14,100,1/3/13,1/3/15,0,1,3,1,0,HRES7,Foreign Affairs,21,10,IL,,,,,,,,,,
113,134,29707,"Sherman, Brad",2,3,100,1/3/13,1/3/15,0,9,2,1,1,HRES7,Foreign Affairs,71,30,CA,,,,,,,,,,
113,134,20542,"Sires, Albio",2,5,100,1/3/13,1/3/15,0,4,2,1,1,HRES7,Foreign Affairs,12,8,NJ,,,,,,,,,,
113,134,14863,"Smith, Christopher H.",1,2,200,1/4/13,1/3/15,0,15,2,1,1,HRES7,Foreign Affairs,12,4,NJ,,,,,,,,,,
113,134,29570,"Stockman, Steve",1,19,200,1/4/13,1/3/15,0,1,2,1,0,HRES7,Foreign Affairs,49,36,TX,,,,,,,,,,
113,134,21314,"Vargas, Juan",2,13,100,1/3/13,1/3/15,0,1,3,1,2,HRES7,Foreign Affairs,71,51,CA,,,,,,,,,,
113,134,21360,"Weber, Randy",1,17,200,1/4/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,49,14,TX,,,,,,,,,,
113,134,20138,"Wilson, Addison G. (Joe)",1,6,200,1/4/13,1/3/15,0,5,2,1,1,HRES7,Foreign Affairs,48,2,SC,,,,,,,,,,
113,134,21317,"Yoho, Ted",1,24,200,1/4/13,1/3/15,0,1,2,1,1,HRES7,Foreign Affairs,43,3,FL,,,,,,,,,,
113,251,21199,"Barber, Ron",2,9,100,1/3/13,1/3/15,0,2,2,1,0,HRES7,Homeland Security,61,2,AZ,,,,,,,,,,
113,251,21171,"Barletta, Lou",1,12,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Homeland Security,14,11,PA,,,,,,,,,,
113,251,21331,"Brooks, Susan",1,17,200,1/4/13,1/3/15,0,1,2,1,2,HRES17,Homeland Security,22,5,IN,,,,,,,,,,
113,251,20753,"Broun, Paul C., Jr.",1,5,200,1/4/13,1/3/15,0,4,2,1,0,HRES17,Homeland Security,44,10,GA,,,,,,,,,,
113,251,20949,"Chaffetz, Jason",1,10,200,1/4/13,1/3/15,0,1,2,1,2,HRES17,Homeland Security,67,3,UT,,,,,,,,,,
113,251,20733,"Clarke, Yvette D.",2,4,100,1/3/13,1/3/15,0,4,2,1,2,HRES7,Homeland Security,13,9,NY,,,,,,,,,,
113,251,21377,"Clawson, Curt",7,2,200,7/9/14,1/3/15,0,1,2,1,1,HRES660,Homeland Security,43,19,FL,Replaced Gabbard,,,,,,,,,
113,251,21338,"Daines, Steve",1,16,200,1/4/13,1/3/15,0,1,2,1,0,HRES17,Homeland Security,64,1,MT,,,,,,,,,,
113,251,21174,"Duncan, Jeff",1,8,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Homeland Security,48,3,SC,,,,,,,,,,
113,251,21324,"Gabbard, Tulsi",2,12,100,1/3/13,4/3/14,0,1,2,1,2,HRES7,Homeland Security,82,2,HI,Transferred to Armed Services,,,,,,,,,
113,251,21195,"Hahn, Janice",2,8,100,1/3/13,1/14/13,0,2,2,1,2,HRES7,Homeland Security,71,44,CA,"Transferred to Committee on Transportation and Infrastructure, H65",,,,,,,,,
113,251,20519,"Higgins, Brian",2,5,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Homeland Security,13,26,NY,,,,,,,,,,
113,251,21339,"Horsford, Steven",2,14,100,1/14/13,4/3/14,0,1,2,1,2,HRES22,Homeland Security,65,4,NV,Transferred to Financial Services,,,,,,,,,
113,251,21346,"Hudson, Richard",1,15,200,1/4/13,1/3/15,0,1,2,1,2,HRES17,Homeland Security,47,8,NC,,,,,,,,,,
113,251,29573,"Jackson Lee, Sheila",2,3,100,1/3/13,1/3/15,0,6,2,1,1,HRES7,Homeland Security,49,18,TX,,,,,,,,,,
113,251,21140,"Keating, William",2,7,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Homeland Security,3,9,MA,,,,,,,,,,
113,251,29375,"King, Peter T.",1,3,200,1/4/13,1/3/15,0,6,2,1,1,HRES17,Homeland Security,13,2,NY,,,,,,,,,,
113,251,21170,"Marino, Tom",1,9,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Homeland Security,14,10,PA,,,,,,,,,,
113,251,20530,"McCaul, Michael T.",1,1,200,1/3/13,1/3/15,11,5,2,1,1,HRES6,Homeland Security,49,10,TX,,,,,,,,,,
113,251,21168,"Meehan, Pat",1,7,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Homeland Security,14,7,PA,,,,,,,,,,
113,251,20331,"Miller, Candice S.",1,6,200,1/4/13,1/3/15,0,4,2,1,1,HRES17,Homeland Security,23,10,MI,,,,,,,,,,
113,251,21361,"O'Rourke, Beto",2,11,100,1/3/13,1/3/15,0,1,2,1,2,HRES7,Homeland Security,49,16,TX,,,,,,,,,,
113,251,21148,"Palazzo, Steven",1,11,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Homeland Security,46,4,MS,,,,,,,,,,
113,251,31103,"Payne, Donald, Jr.",2,10,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Homeland Security,12,10,NJ,,,,,,,,,,
113,251,21356,"Perry, Scott",1,18,200,1/4/13,1/3/15,0,1,2,1,1,HRES17,Homeland Security,14,4,PA,,,,,,,,,,
113,251,21137,"Richmond, Cedric",2,6,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Homeland Security,45,2,LA,,,,,,,,,,
113,251,20301,"Rogers, Mike Dennis",1,4,200,1/4/13,1/3/15,0,5,2,1,1,HRES17,Homeland Security,41,3,AL,,,,,,,,,,
113,251,21357,"Rothfus, Keith J.",1,14,200,1/4/13,4/16/13,0,1,2,1,2,HRES17,Homeland Security,14,12,PA,"Transferred to Committee on Financial Services, H2033",,,,,,,,,
